Date,sp500,dax,ftse,nikkei,ibex
1995-01-05 00:00:00+00:00,-0.0008034203181007605,-0.010396830172041495,-0.006344651656461088,-0.00345697193782218,-0.01956450357758481
1995-01-06 00:00:00+00:00,0.0007383039616736749,0.0032800749557967547,0.01072614580904415,-0.0049391708468630655,0.0
1995-01-09 00:00:00+00:00,0.00032553938901753305,-0.0023300076558065825,-0.003006129272862676,-0.0038261152835360555,-0.014345832014910713
1995-01-10 00:00:00+00:00,0.0018428122474234742,0.004213436972520669,0.0015041543506111837,0.0029029323051222742,-0.0052742599461394575
1995-01-11 00:00:00+00:00,-4.3297190101787694e-05,-0.00015522830817689864,-0.0036007765349966936,0.0024082767491112964,-0.010125434189358986
1995-01-12 00:00:00+00:00,-4.329906482961827e-05,-0.001009393964820011,-0.005326666184174927,-0.007108158163373009,0.001824129604567956
1995-01-13 00:00:00+00:00,0.009335858707109856,0.0021630249945451315,0.004965922449206142,-0.004070085279883559,0.013941676273541568
1995-01-16 00:00:00+00:00,0.007291428337115885,0.011612771919465067,0.009273503957898516,0.0,0.012238772045335229
1995-01-17 00:00:00+00:00,0.0014263607271857593,-0.0032905065129792957,-0.007274436136829197,-0.004658748830399212,-0.0017439844143065414
1995-01-18 00:00:00+00:00,-0.0007235812552839466,0.0020303412051537718,0.00016368487947918386,-0.0009364325895608427,0.0015795889677544964
1995-01-19 00:00:00+00:00,-0.0058932531018527435,-0.0028906148594796243,-0.008646328111404682,-0.007706250666456998,0.00390534562090297
1995-01-20 00:00:00+00:00,-0.0046580389721696605,-0.01391634473283354,-0.011156267217688897,-0.012423399255042359,-0.0098085439259241
1995-01-23 00:00:00+00:00,0.002235136408933183,-0.018618205523858157,-0.01371636147142534,-0.05761101417679273,-0.020180419707540035
1995-01-24 00:00:00+00:00,8.581922480377893e-05,0.007246308037732987,0.0049973256856353015,0.015357024439484163,0.008402289613696635
1995-01-25 00:00:00+00:00,0.0033858751097652663,-0.000345319558143259,0.004436071019857902,0.0054527702693752626,0.006737922440242172
1995-01-26 00:00:00+00:00,0.001880835113810826,0.006794954225659564,0.008381415674870574,-0.004893183449518583,0.011633717382922076
1995-01-27 00:00:00+00:00,0.004410330413175842,-0.005025360999457998,0.004942344364687669,0.0018526385468121004,0.0017727870599127966
1995-01-30 00:00:00+00:00,-0.004004701984228615,-0.00191263319804692,-0.008740372176867062,0.03519516713524145,-0.0034500391112756387
1995-01-31 00:00:00+00:00,0.004068474219667763,-0.0009182315451416571,-0.001436260685311839,-0.005510875122529291,0.0006252236695658197
1995-02-01 00:00:00+00:00,-4.2557622280917055e-05,0.01110942247587265,0.008554013963652239,0.0047955208562325755,0.010438384389633546
1995-02-02 00:00:00+00:00,0.005067949740136427,-0.004395602017733474,0.005750148805869405,-0.007239253391935161,0.003412144290176309
1995-02-03 00:00:00+00:00,0.012318295291448034,0.019182388494325228,0.008204299235595177,-0.0035177378234589555,0.015898878141597083
1995-02-06 00:00:00+00:00,0.005188689851421475,0.003430271142875208,0.0007514412515151098,0.0068945643282031155,0.0069999404155163215
1995-02-07 00:00:00+00:00,-0.0006861418963632446,0.0037959646613179446,0.0034883407851248006,-0.008969101693390574,-0.003748357814462514
1995-02-08 00:00:00+00:00,0.0007900309824894345,-0.0025019114320495948,-6.507556256406529e-05,-0.011432372619798558,-0.005489151403238438
1995-02-09 00:00:00+00:00,-0.0020803435802148494,0.014276522553184972,0.008587916347558375,-0.010481011732442999,0.006348065653822782
1995-02-10 00:00:00+00:00,0.0026412723133221227,0.004597973652952413,0.0035110611260000912,0.010541129900433141,0.002286863648831432
1995-02-13 00:00:00+00:00,0.00039456022003928623,-0.0040504268786811706,-0.009303832154060408,0.0012298669553785619,-0.00908301323172196
1995-02-14 00:00:00+00:00,0.0018668205246841424,0.004412287507088324,-0.0031857671423425283,-0.009622980201182135,0.008670475695124101
1995-02-15 00:00:00+00:00,0.004115487841413537,0.00335845261968152,0.0011714080101091291,-0.008163503048468133,-0.002860598612927846
1995-02-16 00:00:00+00:00,0.0014023939539251535,-0.011032321697460507,-0.007770135302041104,-0.011764228754870596,-0.010816824600407811
1995-02-17 00:00:00+00:00,-0.006720524869152118,0.0034173430881411643,-0.002264088519570002,0.013403136560867798,-0.005808535161226407
1995-02-20 00:00:00+00:00,0.0,-0.008201396992198748,-0.008444944729011953,-0.0035594619817221392,-0.011097267668306314
1995-02-21 00:00:00+00:00,0.0015549039571464017,-7.607978856972733e-05,0.001588813537633251,0.007753655807358625,0.0010466261399370272
1995-02-22 00:00:00+00:00,0.004856447579582808,-0.0026488593553580346,-0.001290738866508785,0.0005745611980750035,-0.004390111582836111
1995-02-23 00:00:00+00:00,0.0037860830779095967,0.014294383155379328,0.00982081732863973,-0.015395768394711457,0.008826191503834912
